dataset	n_genomes	method	kmers	bytes	bytes_per_genome
sc2	2700	repair	240488	268288	99.36592592592592
sc2	2700	xz	240488	111024	41.12
sc2	2750	bz2	242800	2441053	887.6556363636364
sc2	2750	gz	242800	738859	268.676
sc2	2750	repair	242800	270848	98.49018181818182
sc2	2750	xz	242800	112808	41.02109090909091
sc2	2800	bz2	244606	2495241	891.1575
sc2	2800	gz	244606	752157	268.6275
sc2	2800	repair	244606	275968	98.56
sc2	2800	xz	244606	114632	40.94
sc2	2850	bz2	246738	2543117	892.3217543859649
sc2	2850	gz	246738	765137	268.4691228070175
sc2	2850	repair	246738	279040	97.90877192982457
sc2	2850	xz	246738	116456	40.861754385964915
sc2	2900	bz2	248671	2572585	887.0982758620689
sc2	2900	gz	248671	778198	268.3441379310345
sc2	2900	repair	248671	282624	97.45655172413792
sc2	2900	xz	248671	118092	40.72137931034483
sc2	2950	bz2	250361	2626487	890.3345762711864
sc2	2950	gz	250361	791087	268.1650847457627
sc2	2950	repair	250361	285184	96.67254237288135
sc2	2950	xz	250361	119836	40.62237288135593
sc2	3000	bz2	252617	2675217	891.739
sc2	3000	gz	252617	803972	267.99066666666664
sc2	3000	repair	252617	288768	96.256
sc2	3000	xz	252617	121572	40.524
sc2	3050	bz2	254440	2705016	886.8904918032787
sc2	3050	gz	254440	816702	267.77114754098363
sc2	3050	repair	254440	291328	95.51737704918033
sc2	3050	xz	254440	123184	40.38819672131147
sc2	3100	bz2	256480	2757497	889.5151612903226
sc2	3100	gz	256480	829698	267.64451612903224
sc2	3100	repair	256480	293888	94.80258064516129
sc2	3100	xz	256480	124772	40.24903225806452
sc2	3150	bz2	258303	2807417	891.2434920634921
sc2	3150	gz	258303	842352	267.41333333333336
sc2	3150	repair	258303	296960	94.27301587301588
sc2	3150	xz	258303	126376	40.11936507936508
sc2	3200	bz2	260254	2840669	887.7090625
sc2	3200	gz	260254	855024	267.195
sc2	3200	repair	260254	299520	93.6
sc2	3200	xz	260254	128040	40.0125
sc2	3250	bz2	262765	2890514	889.3889230769231
sc2	3250	gz	262765	868506	267.23261538461537
sc2	3250	repair	262765	303616	93.42030769230769
sc2	3250	xz	262765	130000	40
sc2	3300	bz2	264618	2939428	890.7357575757576
sc2	3300	gz	264618	881183	267.0251515151515
sc2	3300	repair	264618	305664	92.62545454545455
sc2	3300	xz	264618	131496	39.847272727272724
sc2	3350	bz2	266500	2976591	888.5346268656716
sc2	3350	gz	266500	894194	266.9235820895522
sc2	3350	repair	266500	309760	92.46567164179105
sc2	3350	xz	266500	133172	39.75283582089552
sc2	3400	bz2	268806	3022675	889.0220588235294
sc2	3400	gz	268806	906990	266.76176470588234
sc2	3400	repair	268806	310784	91.40705882352941
sc2	3400	xz	268806	134764	39.63647058823529
sc2	3450	bz2	271259	3071498	890.2892753623188
sc2	3450	gz	271259	919859	266.6257971014493
sc2	3450	repair	271259	316416	91.71478260869566
sc2	3450	xz	271259	136452	39.55130434782609
sc2	3500	bz2	273541	3111177	888.9077142857143
sc2	3500	gz	273541	932890	266.54
sc2	3500	repair	273541	319488	91.28228571428572
sc2	3500	xz	273541	138272	39.50628571428572
sc2	3550	bz2	275501	3155458	888.8614084507042
sc2	3550	gz	275501	945780	266.4169014084507
sc2	3550	repair	275501	322560	90.86197183098592
sc2	3550	xz	275501	140040	39.44788732394366
sc2	3600	bz2	277169	3202596	889.61
sc2	3600	gz	277169	958553	266.26472222222225
sc2	3600	repair	277169	325120	90.31111111111112
sc2	3600	xz	277169	141596	39.33222222222222
sc2	3650	bz2	278726	3244306	888.8509589041096
sc2	3650	gz	278726	971265	266.1
sc2	3650	repair	278726	326656	89.49479452054794
sc2	3650	xz	278726	143320	39.26575342465753
sc2	3700	bz2	280725	3286553	888.2575675675675
sc2	3700	gz	280725	983859	265.90783783783786
sc2	3700	repair	280725	330240	89.25405405405405
sc2	3700	xz	280725	144992	39.18702702702703
sc2	3750	bz2	281845	3334310	889.1493333333333
sc2	3750	gz	281845	996641	265.77093333333335
sc2	3750	repair	281845	332800	88.74666666666667
sc2	3750	xz	281845	146504	39.06773333333334
sc2	3800	bz2	283491	3378655	889.1197368421052
sc2	3800	gz	283491	1010046	265.8015789473684
sc2	3800	repair	283491	337920	88.92631578947369
sc2	3800	xz	283491	148228	39.00736842105263
sc2	3850	bz2	285596	3418629	887.9555844155844
sc2	3850	gz	285596	1023187	265.7628571428571
sc2	3850	repair	285596	340480	88.43636363636364
sc2	3850	xz	285596	149860	38.92467532467533
sc2	3900	bz2	287377	3466691	888.8951282051282
sc2	3900	gz	287377	1036226	265.69897435897434
sc2	3900	repair	287377	342016	87.69641025641026
sc2	3900	xz	287377	151520	38.85128205128205
sc2	3950	bz2	288419	3510871	888.8281012658227
sc2	3950	gz	288419	1048768	265.5108860759494
sc2	3950	repair	288419	345088	87.36405063291139
sc2	3950	xz	288419	152848	38.69569620253164
sc2	4000	bz2	290262	3547617	886.90425
sc2	4000	gz	290262	1062047	265.51175
sc2	4000	repair	290262	348160	87.04
sc2	4000	xz	290262	154656	38.664
sc2	4050	bz2	292673	3598274	888.4627160493827
sc2	4050	gz	292673	1075237	265.4906172839506
sc2	4050	repair	292673	351744	86.85037037037037
sc2	4050	xz	292673	156544	38.65283950617284
sc2	4100	bz2	294789	3644285	888.85
sc2	4100	gz	294789	1088375	265.4573170731707
sc2	4100	repair	294789	354304	86.41560975609757
sc2	4100	xz	294789	158436	38.64292682926829
sc2	4150	bz2	295948	3682188	887.2742168674699
sc2	4150	gz	295948	1100923	265.28265060240966
sc2	4150	repair	295948	356864	85.99132530120482
sc2	4150	xz	295948	159956	38.543614457831325
sc2	4200	bz2	297273	3729974	888.0890476190476
sc2	4200	gz	297273	1113729	265.17357142857145
sc2	4200	repair	297273	360448	85.82095238095238
sc2	4200	xz	297273	161548	38.46380952380952
sc2	4250	bz2	298810	3774680	888.16
sc2	4250	gz	298810	1126077	264.95929411764706
sc2	4250	repair	298810	362496	85.29317647058824
sc2	4250	xz	298810	163096	38.3755294117647
sc2	4300	bz2	300458	3811271	886.3420930232559
sc2	4300	gz	300458	1138555	264.7802325581395
sc2	4300	repair	300458	366080	85.13488372093023
sc2	4300	xz	300458	164668	38.29488372093023
sc2	4350	bz2	302100	3860247	887.4131034482758
sc2	4350	gz	302100	1151564	264.72735632183907
sc2	4350	repair	302100	368640	84.7448275862069
sc2	4350	xz	302100	166340	38.239080459770115
sc2	4400	bz2	303206	3908040	888.1909090909091
sc2	4400	gz	303206	1164228	264.59727272727275
sc2	4400	repair	303206	371200	84.36363636363636
sc2	4400	xz	303206	167648	38.10181818181818
sc2	4450	bz2	304314	3942805	886.023595505618
sc2	4450	gz	304314	1177038	264.5029213483146
sc2	4450	repair	304314	371712	83.53078651685394
sc2	4450	xz	304314	169152	38.011685393258425
sc2	4500	bz2	305882	3991341	886.9646666666666
sc2	4500	gz	305882	1190533	264.5628888888889
sc2	4500	repair	305882	376320	83.62666666666667
sc2	4500	xz	305882	170864	37.96977777777778
sc2	4550	bz2	307014	4041107	888.1553846153846
sc2	4550	gz	307014	1202725	264.33516483516485
sc2	4550	repair	307014	378368	83.1578021978022
sc2	4550	xz	307014	172188	37.84351648351648
sc2	4600	bz2	308815	4076467	886.1884782608696
sc2	4600	gz	308815	1215912	264.3286956521739
sc2	4600	repair	308815	382976	83.25565217391305
sc2	4600	xz	308815	173988	37.823478260869564
sc2	4650	bz2	310173	4122380	886.5333333333333
sc2	4650	gz	310173	1228458	264.18451612903226
sc2	4650	repair	310173	384512	82.69075268817204
sc2	4650	xz	310173	175592	37.76172043010753
sc2	4700	bz2	311731	4173176	887.9097872340426
sc2	4700	gz	311731	1241845	264.2223404255319
sc2	4700	repair	311731	388096	82.57361702127659
sc2	4700	xz	311731	177388	37.74212765957447
sc2	4750	bz2	313583	4208604	886.0218947368421
sc2	4750	gz	313583	1254766	264.1612631578947
sc2	4750	repair	313583	390656	82.24336842105264
sc2	4750	xz	313583	179116	37.70863157894737
sc2	4800	bz2	315118	4257936	887.07
sc2	4800	gz	315118	1267457	264.05354166666666
sc2	4800	repair	315118	393216	81.92
sc2	4800	xz	315118	180716	37.649166666666666
sc2	4850	bz2	316323	4305403	887.7119587628866
sc2	4850	gz	316323	1279903	263.89752577319587
sc2	4850	repair	316323	395264	81.49773195876288
sc2	4850	xz	316323	182336	37.59505154639175
sc2	4900	bz2	317651	4339635	885.6397959183673
sc2	4900	gz	317651	1292302	263.73510204081634
sc2	4900	repair	317651	398848	81.39755102040816
sc2	4900	xz	317651	183952	37.541224489795916
sc2	4950	bz2	319155	4387043	886.2713131313131
sc2	4950	gz	319155	1305128	263.6622222222222
sc2	4950	repair	319155	402432	81.29939393939394
sc2	4950	xz	319155	185604	37.49575757575757
sc2	5000	bz2	320364	4436147	887.2294
sc2	5000	gz	320364	1317801	263.5602
sc2	5000	repair	320364	404992	80.9984
sc2	5000	xz	320364	187108	37.4216
sc2	5050	bz2	321724	4470070	885.1623762376238
sc2	5050	gz	321724	1330407	263.4469306930693
sc2	5050	repair	321724	407552	80.70336633663366
sc2	5050	xz	321724	188684	37.36316831683168
sc2	5100	bz2	323406	4520372	886.3474509803922
sc2	5100	gz	323406	1343225	263.37745098039215
sc2	5100	repair	323406	410624	80.51450980392157
sc2	5100	xz	323406	190392	37.33176470588235
sc2	5150	bz2	325379	4565886	886.5798058252427
sc2	5150	gz	325379	1356143	263.32873786407765
sc2	5150	repair	325379	411648	79.93165048543689
sc2	5150	xz	325379	192000	37.28155339805825
sc2	5200	bz2	326846	4602216	885.0415384615385
sc2	5200	gz	326846	1369606	263.38576923076926
sc2	5200	repair	326846	415232	79.85230769230769
sc2	5200	xz	326846	193720	37.253846153846155
sc2	5250	bz2	328300	4652862	886.2594285714285
sc2	5250	gz	328300	1382459	263.3255238095238
sc2	5250	repair	328300	419840	79.9695238095238
sc2	5250	xz	328300	195288	37.197714285714284
sc2	5300	bz2	329570	4700525	886.8915094339623
sc2	5300	gz	329570	1395092	263.2249056603774
sc2	5300	repair	329570	419328	79.11849056603774
sc2	5300	xz	329570	196716	37.11622641509434
sc2	5350	bz2	331165	4733336	884.7357009345794
sc2	5350	gz	331165	1407947	263.16766355140186
sc2	5350	repair	331165	424960	79.43177570093458
sc2	5350	xz	331165	198232	37.05271028037383
sc2	5400	bz2	332630	4784734	886.0618518518519
sc2	5400	gz	332630	1420811	263.1131481481481
sc2	5400	repair	332630	425984	78.88592592592593
sc2	5400	xz	332630	199636	36.96962962962963
sc2	5450	bz2	334175	4831274	886.4722935779816
sc2	5450	gz	334175	1433722	263.06825688073394
sc2	5450	repair	334175	428544	78.63192660550459
sc2	5450	xz	334175	201044	36.88880733944954
sc2	5500	bz2	336035	4866735	884.8609090909091
sc2	5500	gz	336035	1446842	263.06218181818184
sc2	5500	repair	336035	432128	78.56872727272727
sc2	5500	xz	336035	203036	36.91563636363637
sc2	5550	bz2	336986	4915761	885.7227027027027
sc2	5550	gz	336986	1459592	262.98954954954957
sc2	5550	repair	336986	434688	78.32216216216216
sc2	5550	xz	336986	204464	36.84036036036036
sc2	5600	bz2	338417	4963219	886.2891071428571
sc2	5600	gz	338417	1472247	262.90125
sc2	5600	repair	338417	437760	78.17142857142858
sc2	5600	xz	338417	206004	36.78642857142857
sc2	5650	bz2	339656	4997239	884.4670796460177
sc2	5650	gz	339656	1484555	262.75309734513274
sc2	5650	repair	339656	440320	77.93274336283186
sc2	5650	xz	339656	207340	36.697345132743365
sc2	5700	bz2	340741	5048514	885.7042105263158
sc2	5700	gz	340741	1497211	262.6685964912281
sc2	5700	repair	340741	441344	77.42877192982456
sc2	5700	xz	340741	208604	36.59719298245614
sc2	5750	bz2	342381	5096454	886.3398260869566
sc2	5750	gz	342381	1510323	262.6648695652174
sc2	5750	repair	342381	445440	77.46782608695652
sc2	5750	xz	342381	210476	36.60452173913043
sc2	5800	bz2	344146	5127837	884.1098275862068
sc2	5800	gz	344146	1522966	262.5803448275862
sc2	5800	repair	344146	448512	77.3296551724138
sc2	5800	xz	344146	212204	36.58689655172414
sc2	5850	bz2	345122	5179913	885.4552136752137
sc2	5850	gz	345122	1535388	262.45948717948716
sc2	5850	repair	345122	450048	76.93128205128205
sc2	5850	xz	345122	213476	36.491623931623934
sc2	5900	bz2	346272	5228420	886.1728813559322
sc2	5900	gz	346272	1548312	262.4257627118644
sc2	5900	repair	346272	453120	76.8
sc2	5900	xz	346272	215060	36.45084745762712
sc2	5950	bz2	347956	5258056	883.7068907563025
sc2	5950	gz	347956	1561254	262.39563025210083
sc2	5950	repair	347956	456704	76.75697478991597
sc2	5950	xz	347956	216676	36.41613445378151
sc2	6000	bz2	349084	5311877	885.3128333333333
sc2	6000	gz	349084	1574168	262.36133333333333
sc2	6000	repair	349084	459264	76.544
sc2	6000	xz	349084	218152	36.358666666666664
sc2	6050	bz2	351055	5359521	885.8712396694215
sc2	6050	gz	351055	1586809	262.28247933884296
sc2	6050	repair	351055	462848	76.50380165289256
sc2	6050	xz	351055	219888	36.34512396694215
sc2	6100	bz2	352306	5390169	883.634262295082
sc2	6100	gz	352306	1599534	262.21868852459016
sc2	6100	repair	352306	465408	76.29639344262296
sc2	6100	xz	352306	221368	36.28983606557377
sc2	6150	bz2	353748	5442676	884.9879674796748
sc2	6150	gz	353748	1612081	262.1269918699187
sc2	6150	repair	353748	467456	76.00910569105692
sc2	6150	xz	353748	222732	36.21658536585366
sc2	6200	bz2	355815	5492040	885.8129032258065
sc2	6200	gz	355815	1624952	262.0890322580645
sc2	6200	repair	355815	469504	75.72645161290322
sc2	6200	xz	355815	224364	36.18774193548387
sc2	6250	bz2	357408	5525684	884.10944
sc2	6250	gz	357408	1637997	262.07952
sc2	6250	repair	357408	473088	75.69408
sc2	6250	xz	357408	226020	36.1632
sc2	6300	bz2	358699	5574727	884.8773015873015
sc2	6300	gz	358699	1651122	262.08285714285716
sc2	6300	repair	358699	476160	75.58095238095238
sc2	6300	xz	358699	227680	36.13968253968254
sc2	6350	bz2	360315	5624623	885.7674015748031
sc2	6350	gz	360315	1664592	262.1404724409449
sc2	6350	repair	360315	479744	75.55023622047244
sc2	6350	xz	360315	229532	36.146771653543304
sc2	6400	bz2	361271	5661089	884.54515625
sc2	6400	gz	361271	1677543	262.11609375
sc2	6400	repair	361271	480768	75.12
sc2	6400	xz	361271	231108	36.110625
sc2	6450	bz2	362226	5707090	884.8201550387597
sc2	6450	gz	362226	1690113	262.03302325581393
sc2	6450	repair	362226	485376	75.25209302325581
sc2	6450	xz	362226	232536	36.052093023255814
sc2	6500	bz2	363631	5755784	885.5052307692308
sc2	6500	gz	363631	1702800	261.96923076923076
sc2	6500	repair	363631	485376	74.67323076923077
sc2	6500	xz	363631	233896	35.984
sc2	6550	bz2	364685	5795719	884.8425954198474
sc2	6550	gz	364685	1715391	261.8917557251908
sc2	6550	repair	364685	489472	74.72854961832061
sc2	6550	xz	364685	235308	35.92488549618321
sc2	6600	bz2	365762	5839182	884.7245454545455
sc2	6600	gz	365762	1727812	261.789696969697
sc2	6600	repair	365762	491008	74.39515151515151
sc2	6600	xz	365762	236736	35.86909090909091
sc2	6650	bz2	366890	5886951	885.2557894736842
sc2	6650	gz	366890	1740667	261.75443609022557
sc2	6650	repair	366890	494592	74.37473684210526
sc2	6650	xz	366890	237952	35.78225563909774
sc2	6700	bz2	368004	5927470	884.6970149253731
sc2	6700	gz	368004	1752941	261.63298507462684
sc2	6700	repair	368004	496640	74.12537313432836
sc2	6700	xz	368004	239408	35.732537313432836
sc2	6750	bz2	369374	5970624	884.5368888888889
sc2	6750	gz	369374	1765814	261.6020740740741
sc2	6750	repair	369374	499200	73.95555555555555
sc2	6750	xz	369374	240972	35.699555555555555
sc2	6800	bz2	370691	6017976	884.9964705882353
sc2	6800	gz	370691	1778793	261.5872058823529
sc2	6800	repair	370691	503808	74.08941176470589
sc2	6800	xz	370691	242576	35.67294117647059
sc2	6850	bz2	371949	6060518	884.7471532846715
sc2	6850	gz	371949	1791077	261.4710948905109
sc2	6850	repair	371949	505344	73.77284671532847
sc2	6850	xz	371949	243940	35.61167883211679
sc2	6900	bz2	372966	6101260	884.240579710145
sc2	6900	gz	372966	1803551	261.3842028985507
sc2	6900	repair	372966	506880	73.4608695652174
sc2	6900	xz	372966	245504	35.580289855072465
sc2	6950	bz2	374732	6149771	884.8591366906475
sc2	6950	gz	374732	1816921	261.4274820143885
sc2	6950	repair	374732	510976	73.52172661870503
sc2	6950	xz	374732	247252	35.5758273381295
sc2	7000	bz2	375564	6194051	884.8644285714286
sc2	7000	gz	375564	1829366	261.338
sc2	7000	repair	375564	510464	72.92342857142857
sc2	7000	xz	375564	248564	35.509142857142855
sc2	7050	bz2	377298	6232265	884.009219858156
sc2	7050	gz	377298	1842754	261.38354609929075
sc2	7050	repair	377298	515072	73.05985815602837
sc2	7050	xz	377298	250260	35.49787234042553
sc2	7100	bz2	378625	6280731	884.61
sc2	7100	gz	378625	1855424	261.32732394366195
sc2	7100	repair	378625	519680	73.1943661971831
sc2	7100	xz	378625	251692	35.44957746478873
sc2	7150	bz2	379754	6326349	884.8040559440559
sc2	7150	gz	379754	1868326	261.30433566433567
sc2	7150	repair	379754	522240	73.04055944055943
sc2	7150	xz	379754	253288	35.42489510489511
sc2	7200	bz2	380945	6364244	883.9227777777778
sc2	7200	gz	380945	1880914	261.23805555555555
sc2	7200	repair	380945	525312	72.96
sc2	7200	xz	380945	254712	35.376666666666665
sc2	7250	bz2	382233	6412192	884.4402758620689
sc2	7250	gz	382233	1893105	261.11793103448275
sc2	7250	repair	382233	527872	72.80993103448276
sc2	7250	xz	382233	255952	35.303724137931034
sc2	7300	bz2	383604	6457747	884.6228767123288
sc2	7300	gz	383604	1906014	261.0978082191781
sc2	7300	repair	383604	529408	72.52164383561644
sc2	7300	xz	383604	257564	35.282739726027394
sc2	7350	bz2	384928	6493964	883.5325170068028
sc2	7350	gz	384928	1918698	261.0473469387755
sc2	7350	repair	384928	531456	72.3069387755102
sc2	7350	xz	384928	259016	35.240272108843534
sc2	7400	bz2	386209	6544002	884.3245945945946
sc2	7400	gz	386209	1931776	261.0508108108108
sc2	7400	repair	386209	532992	72.02594594594595
sc2	7400	xz	386209	260740	35.23513513513514
sc2	7450	bz2	387777	6590628	884.6480536912752
sc2	7450	gz	387777	1944559	261.0146308724832
sc2	7450	repair	387777	537600	72.16107382550335
sc2	7450	xz	387777	262280	35.205369127516775
sc2	7500	bz2	389080	6625937	883.4582666666666
sc2	7500	gz	389080	1957376	260.9834666666667
sc2	7500	repair	389080	540160	72.02133333333333
sc2	7500	xz	389080	264016	35.202133333333336
sc2	7550	bz2	390569	6675306	884.1464900662252
sc2	7550	gz	390569	1969843	260.906357615894
sc2	7550	repair	390569	543232	71.9512582781457
sc2	7550	xz	390569	265416	35.15443708609271
sc2	7600	bz2	391738	6723016	884.6073684210527
sc2	7600	gz	391738	1983093	260.9332894736842
sc2	7600	repair	391738	544768	71.68
sc2	7600	xz	391738	267080	35.142105263157895
sc2	7650	bz2	392729	6758671	883.4864052287581
sc2	7650	gz	392729	1995863	260.89712418300655
sc2	7650	repair	392729	547328	71.54614379084967
sc2	7650	xz	392729	268356	35.07921568627451
sc2	7700	bz2	394026	6804901	883.7533766233767
sc2	7700	gz	394026	2009345	260.9538961038961
sc2	7700	repair	394026	550912	71.54701298701299
sc2	7700	xz	394026	270168	35.08675324675325
sc2	7750	bz2	395794	6856892	884.7602580645162
sc2	7750	gz	395794	2022212	260.9305806451613
sc2	7750	repair	395794	553984	71.4818064516129
sc2	7750	xz	395794	271872	35.08025806451613
sc2	7800	bz2	397088	6890633	883.4144871794872
sc2	7800	gz	397088	2034631	260.8501282051282
sc2	7800	repair	397088	555520	71.22051282051282
sc2	7800	xz	397088	273436	35.055897435897435
sc2	7850	bz2	398096	6938775	883.9203821656051
sc2	7850	gz	398096	2047214	260.7915923566879
sc2	7850	repair	398096	556544	70.89732484076433
sc2	7850	xz	398096	274840	35.011464968152865
sc2	7900	bz2	399465	6987682	884.5167088607595
sc2	7900	gz	399465	2059354	260.67772151898737
sc2	7900	repair	399465	559104	70.7726582278481
sc2	7900	xz	399465	276136	34.953924050632914
sc2	7950	bz2	400942	7021463	883.202893081761
sc2	7950	gz	400942	2072446	260.6850314465409
sc2	7950	repair	400942	563712	70.90716981132076
sc2	7950	xz	400942	277752	34.93735849056604
sc2	8000	bz2	402113	7068548	883.5685
sc2	8000	gz	402113	2085100	260.6375
sc2	8000	repair	402113	562688	70.336
sc2	8000	xz	402113	279196	34.8995
sc2	8050	bz2	403095	7117719	884.1886956521739
sc2	8050	gz	403095	2097758	260.59105590062114
sc2	8050	repair	403095	566272	70.34434782608696
sc2	8050	xz	403095	280744	34.87503105590062
sc2	8100	bz2	404408	7153060	883.0938271604938
sc2	8100	gz	404408	2110469	260.55172839506173
sc2	8100	repair	404408	568320	70.16296296296296
sc2	8100	xz	404408	282236	34.84395061728395
sc2	8150	bz2	405209	7201421	883.6099386503067
sc2	8150	gz	405209	2123047	260.4965644171779
sc2	8150	repair	405209	569856	69.92098159509203
sc2	8150	xz	405209	283508	34.786257668711656
sc2	8200	bz2	406172	7248483	883.9613414634147
sc2	8200	gz	406172	2135756	260.4580487804878
sc2	8200	repair	406172	571904	69.74439024390244
sc2	8200	xz	406172	285040	34.760975609756095
sc2	8250	bz2	407233	7283178	882.8094545454545
sc2	8250	gz	407233	2148407	260.4129696969697
sc2	8250	repair	407233	574464	69.632
sc2	8250	xz	407233	286564	34.7350303030303
sc2	8300	bz2	408440	7333395	883.5415662650603
sc2	8300	gz	408440	2160751	260.33144578313255
sc2	8300	repair	408440	577536	69.58265060240964
sc2	8300	xz	408440	287948	34.692530120481926
sc2	8350	bz2	409259	7380209	883.8573652694611
sc2	8350	gz	409259	2174659	260.4382035928144
sc2	8350	repair	409259	579584	69.41125748502994
sc2	8350	xz	409259	289712	34.696047904191616
sc2	8400	bz2	410121	7413626	882.5745238095238
sc2	8400	gz	410121	2187791	260.4513095238095
sc2	8400	repair	410121	581632	69.24190476190476
sc2	8400	xz	410121	291240	34.67142857142857
sc2	8450	bz2	411039	7465823	883.5293491124261
sc2	8450	gz	411039	2200315	260.39230769230767
sc2	8450	repair	411039	584192	69.13514792899409
sc2	8450	xz	411039	292688	34.63763313609468
sc2	8500	bz2	412238	7513481	883.9389411764706
sc2	8500	gz	412238	2212699	260.3175294117647
sc2	8500	repair	412238	588288	69.21035294117647
sc2	8500	xz	412238	293984	34.58635294117647
sc2	8550	bz2	413103	7546110	882.5859649122807
sc2	8550	gz	413103	2225453	260.2869005847953
sc2	8550	repair	413103	590848	69.10502923976608
sc2	8550	xz	413103	295256	34.532865497076024
sc2	8600	bz2	414699	7596322	883.2932558139535
sc2	8600	gz	414699	2238262	260.26302325581395
sc2	8600	repair	414699	593408	69.00093023255813
sc2	8600	xz	414699	296868	34.51953488372093
sc2	8650	bz2	415857	7642186	883.489710982659
sc2	8650	gz	415857	2251215	260.2560693641619
sc2	8650	repair	415857	595456	68.83884393063583
sc2	8650	xz	415857	298256	34.480462427745664
sc2	8700	bz2	416796	7678346	882.5685057471264
sc2	8700	gz	416796	2264209	260.253908045977
sc2	8700	repair	416796	598016	68.73747126436781
sc2	8700	xz	416796	299796	34.459310344827585
sc2	8750	bz2	418140	7729179	883.3347428571428
sc2	8750	gz	418140	2276911	260.2184
sc2	8750	repair	418140	601088	68.69577142857143
sc2	8750	xz	418140	301448	34.4512
sc2	8800	bz2	419171	7777383	883.7935227272727
sc2	8800	gz	419171	2289407	260.15988636363636
sc2	8800	repair	419171	602112	68.42181818181818
sc2	8800	xz	419171	303120	34.445454545454545
sc2	8850	bz2	420037	7808784	882.3484745762712
sc2	8850	gz	420037	2302222	260.1380790960452
sc2	8850	repair	420037	605184	68.38237288135593
sc2	8850	xz	420037	304564	34.41401129943503
sc2	8900	bz2	420958	7862344	883.4094382022472
sc2	8900	gz	420958	2314443	260.04977528089887
sc2	8900	repair	420958	607744	68.28584269662922
sc2	8900	xz	420958	305920	34.37303370786517
sc2	8950	bz2	422165	7909700	883.7653631284916
sc2	8950	gz	422165	2326971	259.9967597765363
sc2	8950	repair	422165	609280	68.07597765363128
sc2	8950	xz	422165	307272	34.33206703910614
sc2	9000	bz2	422948	7939012	882.1124444444445
sc2	9000	gz	422948	2339199	259.911
sc2	9000	repair	422948	611840	67.98222222222222
sc2	9000	xz	422948	308520	34.28
sc2	9050	bz2	424145	7992062	883.100773480663
sc2	9050	gz	424145	2352312	259.9239779005525
sc2	9050	repair	424145	614400	67.88950276243094
sc2	9050	xz	424145	310116	34.266961325966854
sc2	9100	bz2	425199	8041278	883.656923076923
sc2	9100	gz	425199	2365187	259.9106593406593
sc2	9100	repair	425199	615936	67.68527472527472
sc2	9100	xz	425199	311492	34.22989010989011
sc2	9150	bz2	426329	8070352	882.0056830601093
sc2	9150	gz	426329	2377314	259.81573770491804
sc2	9150	repair	426329	619520	67.70710382513661
sc2	9150	xz	426329	312748	34.180109289617484
sc2	9200	bz2	427316	8122258	882.8541304347826
sc2	9200	gz	427316	2389721	259.7522826086957
sc2	9200	repair	427316	620032	67.39478260869565
sc2	9200	xz	427316	313904	34.12
sc2	9250	bz2	427940	8171147	883.3672432432433
sc2	9250	gz	427940	2401877	259.6623783783784
sc2	9250	repair	427940	622592	67.30724324324325
sc2	9250	xz	427940	315124	34.06745945945946
sc2	9300	bz2	429046	8203358	882.0815053763441
sc2	9300	gz	429046	2415149	259.69344086021505
sc2	9300	repair	429046	625664	67.27569892473119
sc2	9300	xz	429046	316492	34.031397849462365
sc2	9350	bz2	430206	8253727	882.751550802139
sc2	9350	gz	430206	2427543	259.63026737967914
sc2	9350	repair	430206	627200	67.08021390374331
sc2	9350	xz	430206	317856	33.995294117647056
sc2	9400	bz2	431194	8302911	883.2884042553192
sc2	9400	gz	431194	2439628	259.5348936170213
sc2	9400	repair	431194	628736	66.8868085106383
sc2	9400	xz	431194	319184	33.95574468085106
sc2	9450	bz2	432054	8339802	882.5187301587301
sc2	9450	gz	432054	2452025	259.47354497354496
sc2	9450	repair	432054	631296	66.80380952380952
sc2	9450	xz	432054	320704	33.936931216931214
sc2	9500	bz2	432983	8385896	882.7258947368421
sc2	9500	gz	432983	2464946	259.468
sc2	9500	repair	432983	631808	66.50610526315789
sc2	9500	xz	432983	322092	33.90442105263158
sc2	9550	bz2	433967	8434757	883.2206282722514
sc2	9550	gz	433967	2477436	259.4173821989529
sc2	9550	repair	433967	634880	66.47958115183246
sc2	9550	xz	433967	323448	33.86890052356021
sc2	9600	bz2	434766	8471396	882.4370833333334
sc2	9600	gz	434766	2489843	259.35864583333336
sc2	9600	repair	434766	636416	66.29333333333334
sc2	9600	xz	434766	324640	33.81666666666667
sc2	9650	bz2	435843	8517196	882.6109844559586
sc2	9650	gz	435843	2502717	259.34891191709846
sc2	9650	repair	435843	638464	66.1620725388601
sc2	9650	xz	435843	326096	33.792331606217616
sc2	9700	bz2	436954	8564922	882.9816494845361
sc2	9700	gz	436954	2515491	259.32896907216497
sc2	9700	repair	436954	641536	66.13773195876288
sc2	9700	xz	436954	327632	33.77649484536082
sc2	9750	bz2	437728	8605437	882.6089230769231
sc2	9750	gz	437728	2527658	259.24697435897434
sc2	9750	repair	437728	645120	66.16615384615385
sc2	9750	xz	437728	329008	33.744410256410255
sc2	9800	bz2	438627	8647850	882.4336734693877
sc2	9800	gz	438627	2540780	259.26326530612243
sc2	9800	repair	438627	647168	66.03755102040816
sc2	9800	xz	438627	330612	33.73591836734694
sc2	9850	bz2	439328	8695590	882.8010152284264
sc2	9850	gz	439328	2553497	259.23827411167514
sc2	9850	repair	439328	651264	66.1181725888325
