filename	method	genomes	kmers	bytes	compr_lines
recompressed_00008100.gz	gz	8100	404408	2110469	8100
recompressed_00008100.repair	repair	8100	404408	568320	8100
recompressed_00008100.xz	xz	8100	404408	282236	8100
recompressed_00008150.bz2	bz2	8150	405209	7201421	8150
recompressed_00008150.gz	gz	8150	405209	2123047	8150
recompressed_00008150.repair	repair	8150	405209	569856	8150
recompressed_00008150.xz	xz	8150	405209	283508	8150
recompressed_00008200.bz2	bz2	8200	406172	7248483	8200
recompressed_00008200.gz	gz	8200	406172	2135756	8200
recompressed_00008200.repair	repair	8200	406172	571904	8200
recompressed_00008200.xz	xz	8200	406172	285040	8200
recompressed_00008250.bz2	bz2	8250	407233	7283178	8250
recompressed_00008250.gz	gz	8250	407233	2148407	8250
recompressed_00008250.repair	repair	8250	407233	574464	8250
recompressed_00008250.xz	xz	8250	407233	286564	8250
recompressed_00008300.bz2	bz2	8300	408440	7333395	8300
recompressed_00008300.gz	gz	8300	408440	2160751	8300
recompressed_00008300.repair	repair	8300	408440	577536	8300
recompressed_00008300.xz	xz	8300	408440	287948	8300
recompressed_00008350.bz2	bz2	8350	409259	7380209	8350
recompressed_00008350.gz	gz	8350	409259	2174659	8350
recompressed_00008350.repair	repair	8350	409259	579584	8350
recompressed_00008350.xz	xz	8350	409259	289712	8350
recompressed_00008400.bz2	bz2	8400	410121	7413626	8400
recompressed_00008400.gz	gz	8400	410121	2187791	8400
recompressed_00008400.repair	repair	8400	410121	581632	8400
recompressed_00008400.xz	xz	8400	410121	291240	8400
recompressed_00008450.bz2	bz2	8450	411039	7465823	8450
recompressed_00008450.gz	gz	8450	411039	2200315	8450
recompressed_00008450.repair	repair	8450	411039	584192	8450
recompressed_00008450.xz	xz	8450	411039	292688	8450
recompressed_00008500.bz2	bz2	8500	412238	7513481	8500
recompressed_00008500.gz	gz	8500	412238	2212699	8500
recompressed_00008500.repair	repair	8500	412238	588288	8500
recompressed_00008500.xz	xz	8500	412238	293984	8500
recompressed_00008550.bz2	bz2	8550	413103	7546110	8550
recompressed_00008550.gz	gz	8550	413103	2225453	8550
recompressed_00008550.repair	repair	8550	413103	590848	8550
recompressed_00008550.xz	xz	8550	413103	295256	8550
recompressed_00008600.bz2	bz2	8600	414699	7596322	8600
recompressed_00008600.gz	gz	8600	414699	2238262	8600
recompressed_00008600.repair	repair	8600	414699	593408	8600
recompressed_00008600.xz	xz	8600	414699	296868	8600
recompressed_00008650.bz2	bz2	8650	415857	7642186	8650
recompressed_00008650.gz	gz	8650	415857	2251215	8650
recompressed_00008650.repair	repair	8650	415857	595456	8650
recompressed_00008650.xz	xz	8650	415857	298256	8650
recompressed_00008700.bz2	bz2	8700	416796	7678346	8700
recompressed_00008700.gz	gz	8700	416796	2264209	8700
recompressed_00008700.repair	repair	8700	416796	598016	8700
recompressed_00008700.xz	xz	8700	416796	299796	8700
recompressed_00008750.bz2	bz2	8750	418140	7729179	8750
recompressed_00008750.gz	gz	8750	418140	2276911	8750
recompressed_00008750.repair	repair	8750	418140	601088	8750
recompressed_00008750.xz	xz	8750	418140	301448	8750
recompressed_00008800.bz2	bz2	8800	419171	7777383	8800
recompressed_00008800.gz	gz	8800	419171	2289407	8800
recompressed_00008800.repair	repair	8800	419171	602112	8800
recompressed_00008800.xz	xz	8800	419171	303120	8800
recompressed_00008850.bz2	bz2	8850	420037	7808784	8850
recompressed_00008850.gz	gz	8850	420037	2302222	8850
recompressed_00008850.repair	repair	8850	420037	605184	8850
recompressed_00008850.xz	xz	8850	420037	304564	8850
recompressed_00008900.bz2	bz2	8900	420958	7862344	8900
recompressed_00008900.gz	gz	8900	420958	2314443	8900
recompressed_00008900.repair	repair	8900	420958	607744	8900
recompressed_00008900.xz	xz	8900	420958	305920	8900
recompressed_00008950.bz2	bz2	8950	422165	7909700	8950
recompressed_00008950.gz	gz	8950	422165	2326971	8950
recompressed_00008950.repair	repair	8950	422165	609280	8950
recompressed_00008950.xz	xz	8950	422165	307272	8950
recompressed_00009000.bz2	bz2	9000	422948	7939012	9000
recompressed_00009000.gz	gz	9000	422948	2339199	9000
recompressed_00009000.repair	repair	9000	422948	611840	9000
recompressed_00009000.xz	xz	9000	422948	308520	9000
recompressed_00009050.bz2	bz2	9050	424145	7992062	9050
recompressed_00009050.gz	gz	9050	424145	2352312	9050
recompressed_00009050.repair	repair	9050	424145	614400	9050
recompressed_00009050.xz	xz	9050	424145	310116	9050
recompressed_00009100.bz2	bz2	9100	425199	8041278	9100
recompressed_00009100.gz	gz	9100	425199	2365187	9100
recompressed_00009100.repair	repair	9100	425199	615936	9100
recompressed_00009100.xz	xz	9100	425199	311492	9100
recompressed_00009150.bz2	bz2	9150	426329	8070352	9150
recompressed_00009150.gz	gz	9150	426329	2377314	9150
recompressed_00009150.repair	repair	9150	426329	619520	9150
recompressed_00009150.xz	xz	9150	426329	312748	9150
recompressed_00009200.bz2	bz2	9200	427316	8122258	9200
recompressed_00009200.gz	gz	9200	427316	2389721	9200
recompressed_00009200.repair	repair	9200	427316	620032	9200
recompressed_00009200.xz	xz	9200	427316	313904	9200
recompressed_00009250.bz2	bz2	9250	427940	8171147	9250
recompressed_00009250.gz	gz	9250	427940	2401877	9250
recompressed_00009250.repair	repair	9250	427940	622592	9250
recompressed_00009250.xz	xz	9250	427940	315124	9250
recompressed_00009300.bz2	bz2	9300	429046	8203358	9300
recompressed_00009300.gz	gz	9300	429046	2415149	9300
recompressed_00009300.repair	repair	9300	429046	625664	9300
recompressed_00009300.xz	xz	9300	429046	316492	9300
recompressed_00009350.bz2	bz2	9350	430206	8253727	9350
recompressed_00009350.gz	gz	9350	430206	2427543	9350
recompressed_00009350.repair	repair	9350	430206	627200	9350
recompressed_00009350.xz	xz	9350	430206	317856	9350
recompressed_00009400.bz2	bz2	9400	431194	8302911	9400
recompressed_00009400.gz	gz	9400	431194	2439628	9400
recompressed_00009400.repair	repair	9400	431194	628736	9400
recompressed_00009400.xz	xz	9400	431194	319184	9400
recompressed_00009450.bz2	bz2	9450	432054	8339802	9450
recompressed_00009450.gz	gz	9450	432054	2452025	9450
recompressed_00009450.repair	repair	9450	432054	631296	9450
recompressed_00009450.xz	xz	9450	432054	320704	9450
recompressed_00009500.bz2	bz2	9500	432983	8385896	9500
recompressed_00009500.gz	gz	9500	432983	2464946	9500
recompressed_00009500.repair	repair	9500	432983	631808	9500
recompressed_00009500.xz	xz	9500	432983	322092	9500
recompressed_00009550.bz2	bz2	9550	433967	8434757	9550
recompressed_00009550.gz	gz	9550	433967	2477436	9550
recompressed_00009550.repair	repair	9550	433967	634880	9550
recompressed_00009550.xz	xz	9550	433967	323448	9550
recompressed_00009600.bz2	bz2	9600	434766	8471396	9600
recompressed_00009600.gz	gz	9600	434766	2489843	9600
recompressed_00009600.repair	repair	9600	434766	636416	9600
recompressed_00009600.xz	xz	9600	434766	324640	9600
recompressed_00009650.bz2	bz2	9650	435843	8517196	9650
recompressed_00009650.gz	gz	9650	435843	2502717	9650
recompressed_00009650.repair	repair	9650	435843	638464	9650
recompressed_00009650.xz	xz	9650	435843	326096	9650
recompressed_00009700.bz2	bz2	9700	436954	8564922	9700
recompressed_00009700.gz	gz	9700	436954	2515491	9700
recompressed_00009700.repair	repair	9700	436954	641536	9700
recompressed_00009700.xz	xz	9700	436954	327632	9700
recompressed_00009750.bz2	bz2	9750	437728	8605437	9750
recompressed_00009750.gz	gz	9750	437728	2527658	9750
recompressed_00009750.repair	repair	9750	437728	645120	9750
recompressed_00009750.xz	xz	9750	437728	329008	9750
recompressed_00009800.bz2	bz2	9800	438627	8647850	9800
recompressed_00009800.gz	gz	9800	438627	2540780	9800
recompressed_00009800.repair	repair	9800	438627	647168	9800
recompressed_00009800.xz	xz	9800	438627	330612	9800
recompressed_00009850.bz2	bz2	9850	439328	8695590	9850
recompressed_00009850.gz	gz	9850	439328	2553497	9850
recompressed_00009850.repair	repair	9850	439328	651264	9850
recompressed_00009850.xz	xz	9850	439328	332016	9850
recompressed_00009900.bz2	bz2	9900	440661	8740582	9900
recompressed_00009900.gz	gz	9900	440661	2566031	9900
recompressed_00009900.repair	repair	9900	440661	652800	9900
recompressed_00009900.xz	xz	9900	440661	333360	9900
recompressed_00009950.bz2	bz2	9950	441595	8779047	9950
recompressed_00009950.gz	gz	9950	441595	2579087	9950
recompressed_00009950.repair	repair	9950	441595	654848	9950
recompressed_00009950.xz	xz	9950	441595	335064	9950
recompressed_00010000.bz2	bz2	10000	442355	8828291	10000
recompressed_00010000.gz	gz	10000	442355	2591712	10000
recompressed_00010000.repair	repair	10000	442355	657920	10000
recompressed_00010000.xz	xz	10000	442355	336288	10000
recompressed_00020000.bz2	bz2	20000	599238	17578243	20000
recompressed_00020000.gz	gz	20000	599238	5100076	20000
recompressed_00020000.repair	repair	20000	599238	1075200	20000
recompressed_00020000.xz	xz	20000	599238	605228	20000
recompressed_00030000.bz2	bz2	30000	708054	26325180	30000
recompressed_00030000.gz	gz	30000	708054	7593509	30000
recompressed_00030000.repair	repair	30000	708054	1445376	30000
recompressed_00030000.xz	xz	30000	708054	855672	30000
recompressed_00040000.bz2	bz2	40000	792344	35052520	40000
recompressed_00040000.gz	gz	40000	792344	10070132	40000
recompressed_00040000.repair	repair	40000	792344	1795072	40000
recompressed_00040000.xz	xz	40000	792344	1092552	40000
recompressed_00050000.bz2	bz2	50000	859701	43773522	50000
recompressed_00050000.gz	gz	50000	859701	12530737	50000
recompressed_00050000.repair	repair	50000	859701	2115584	50000
recompressed_00050000.xz	xz	50000	859701	1318540	50000
recompressed_00060000.bz2	bz2	60000	918345	52482670	60000
recompressed_00060000.gz	gz	60000	918345	14984208	60000
recompressed_00060000.repair	repair	60000	918345	2413056	60000
recompressed_00060000.xz	xz	60000	918345	1538852	60000
recompressed_00070000.bz2	bz2	70000	967454	61180989	70000
recompressed_00070000.gz	gz	70000	967454	17432913	70000
recompressed_00070000.repair	repair	70000	967454	2699776	70000
recompressed_00070000.xz	xz	70000	967454	1753780	70000
recompressed_00080000.bz2	bz2	80000	1014097	69895673	80000
recompressed_00080000.gz	gz	80000	1014097	19871076	80000
recompressed_00080000.xz	xz	80000	1014097	1963744	80000
recompressed_00090000.bz2	bz2	90000	1053362	78583968	90000
recompressed_00090000.gz	gz	90000	1053362	22304553	90000
recompressed_00090000.xz	xz	90000	1053362	2168304	90000
recompressed_00100000.bz2	bz2	100000	1092497	87280588	100000
recompressed_00100000.gz	gz	100000	1092497	24733079	100000
recompressed_00100000.xz	xz	100000	1092497	2367988	100000
recompressed_00110000.bz2	bz2	110000	1127288	95962902	110000
recompressed_00110000.gz	gz	110000	1127288	27150615	110000
recompressed_00110000.xz	xz	110000	1127288	2564340	110000
recompressed_00120000.bz2	bz2	120000	1159013	104650074	120000
recompressed_00120000.gz	gz	120000	1159013	29576087	120000
recompressed_00120000.xz	xz	120000	1159013	2763192	120000
recompressed_00130000.bz2	bz2	130000	1188163	113340087	130000
recompressed_00130000.gz	gz	130000	1188163	31993345	130000
recompressed_00130000.xz	xz	130000	1188163	2955112	130000
recompressed_00140000.bz2	bz2	140000	1215561	122014958	140000
recompressed_00140000.gz	gz	140000	1215561	34409149	140000
recompressed_00140000.xz	xz	140000	1215561	3144348	140000
recompressed_00150000.bz2	bz2	150000	1242242	130699821	150000
recompressed_00150000.gz	gz	150000	1242242	36813880	150000
recompressed_00150000.xz	xz	150000	1242242	3333204	150000
recompressed_00160000.bz2	bz2	160000	1267359	139372568	160000
recompressed_00160000.gz	gz	160000	1267359	39220586	160000
recompressed_00160000.xz	xz	160000	1267359	3519872	160000
recompressed_00170000.bz2	bz2	170000	1290922	148052360	170000
recompressed_00170000.gz	gz	170000	1290922	41625135	170000
recompressed_00170000.xz	xz	170000	1290922	3707304	170000
recompressed_00180000.bz2	bz2	180000	1313171	156719497	180000
recompressed_00180000.gz	gz	180000	1313171	44022520	180000
recompressed_00180000.xz	xz	180000	1313171	3890688	180000
recompressed_00190000.bz2	bz2	190000	1333000	165382853	190000
recompressed_00190000.gz	gz	190000	1333000	46421508	190000
recompressed_00190000.xz	xz	190000	1333000	4070896	190000
recompressed_00200000.bz2	bz2	200000	1352453	174062641	200000
recompressed_00200000.gz	gz	200000	1352453	48812640	200000
recompressed_00200000.xz	xz	200000	1352453	4251360	200000
recompressed_00210000.bz2	bz2	210000	1372876	182721180	210000
recompressed_00210000.gz	gz	210000	1372876	51203224	210000
recompressed_00210000.xz	xz	210000	1372876	4429932	210000
recompressed_00220000.bz2	bz2	220000	1392488	191392770	220000
recompressed_00220000.gz	gz	220000	1392488	53593901	220000
recompressed_00220000.xz	xz	220000	1392488	4605460	220000
recompressed_00230000.bz2	bz2	230000	1410383	200052653	230000
recompressed_00230000.gz	gz	230000	1410383	55979798	230000
recompressed_00230000.xz	xz	230000	1410383	4781128	230000
recompressed_00240000.bz2	bz2	240000	1428689	208709879	240000
recompressed_00240000.gz	gz	240000	1428689	58365782	240000
recompressed_00240000.xz	xz	240000	1428689	4955876	240000
recompressed_00250000.bz2	bz2	250000	1445234	217379083	250000
recompressed_00250000.gz	gz	250000	1445234	60751591	250000
recompressed_00250000.xz	xz	250000	1445234	5130016	250000
recompressed_00260000.bz2	bz2	260000	1461378	226035647	260000
recompressed_00260000.gz	gz	260000	1461378	63133429	260000
recompressed_00260000.xz	xz	260000	1461378	5301916	260000
recompressed_00270000.bz2	bz2	270000	1477281	234700063	270000
recompressed_00270000.gz	gz	270000	1477281	65517166	270000
recompressed_00270000.xz	xz	270000	1477281	5472892	270000
recompressed_00280000.bz2	bz2	280000	1493068	243351293	280000
recompressed_00280000.gz	gz	280000	1493068	67892567	280000
recompressed_00280000.xz	xz	280000	1493068	5644528	280000
recompressed_00290000.bz2	bz2	290000	1507343	252015249	290000
recompressed_00290000.gz	gz	290000	1507343	70269420	290000
recompressed_00290000.xz	xz	290000	1507343	5813800	290000
recompressed_00300000.bz2	bz2	300000	1521095	260661527	300000
recompressed_00300000.gz	gz	300000	1521095	72642431	300000
recompressed_00300000.xz	xz	300000	1521095	5979588	300000
recompressed_00310000.bz2	bz2	310000	1534764	269304737	310000
recompressed_00310000.gz	gz	310000	1534764	75012287	310000
recompressed_00310000.xz	xz	310000	1534764	6145180	310000
recompressed_00320000.bz2	bz2	320000	1547475	277977414	320000
recompressed_00320000.gz	gz	320000	1547475	77392791	320000
recompressed_00320000.xz	xz	320000	1547475	6314380	320000
recompressed_00330000.bz2	bz2	330000	1563149	286623629	330000
recompressed_00330000.gz	gz	330000	1563149	79771439	330000
recompressed_00330000.xz	xz	330000	1563149	6483080	330000
recompressed_00340000.bz2	bz2	340000	1578289	295281090	340000
recompressed_00340000.gz	gz	340000	1578289	82143323	340000
recompressed_00340000.xz	xz	340000	1578289	6651596	340000
recompressed_00350000.bz2	bz2	350000	1591396	303933468	350000
recompressed_00350000.gz	gz	350000	1591396	84513625	350000
recompressed_00350000.xz	xz	350000	1591396	6817224	350000
recompressed_00360000.bz2	bz2	360000	1604462	312583888	360000
recompressed_00360000.gz	gz	360000	1604462	86882185	360000
recompressed_00360000.xz	xz	360000	1604462	6981140	360000
recompressed_00370000.bz2	bz2	370000	1617583	321230114	370000
recompressed_00370000.gz	gz	370000	1617583	89253040	370000
recompressed_00370000.xz	xz	370000	1617583	7148016	370000
recompressed_00380000.bz2	bz2	380000	1629560	329880562	380000
recompressed_00380000.gz	gz	380000	1629560	91629981	380000
recompressed_00380000.xz	xz	380000	1629560	7315512	380000
recompressed_00390000.bz2	bz2	390000	1640527	338542961	390000
recompressed_00390000.gz	gz	390000	1640527	94001188	390000
recompressed_00390000.xz	xz	390000	1640527	7480024	390000
recompressed_00400000.bz2	bz2	400000	1652502	347181684	400000
recompressed_00400000.gz	gz	400000	1652502	96374639	400000
recompressed_00400000.xz	xz	400000	1652502	7644036	400000
recompressed_00410000.bz2	bz2	410000	1663476	355844787	410000
recompressed_00410000.gz	gz	410000	1663476	98743649	410000
recompressed_00410000.xz	xz	410000	1663476	7807436	410000
recompressed_00420000.bz2	bz2	420000	1675367	364488581	420000
recompressed_00420000.gz	gz	420000	1675367	101111166	420000
recompressed_00420000.xz	xz	420000	1675367	7970900	420000
recompressed_00430000.bz2	bz2	430000	1686842	373125809	430000
recompressed_00430000.gz	gz	430000	1686842	103476691	430000
recompressed_00430000.xz	xz	430000	1686842	8134008	430000
recompressed_00440000.bz2	bz2	440000	1697955	381782152	440000
recompressed_00440000.gz	gz	440000	1697955	105842028	440000
recompressed_00440000.xz	xz	440000	1697955	8297840	440000
recompressed_00450000.bz2	bz2	450000	1708223	390423013	450000
recompressed_00450000.gz	gz	450000	1708223	108203461	450000
recompressed_00450000.xz	xz	450000	1708223	8455448	450000
recompressed_00460000.bz2	bz2	460000	1718373	399067435	460000
recompressed_00460000.gz	gz	460000	1718373	110563607	460000
recompressed_00460000.xz	xz	460000	1718373	8614996	460000
recompressed_00470000.bz2	bz2	470000	1728442	407712742	470000
recompressed_00470000.gz	gz	470000	1728442	112924162	470000
recompressed_00470000.xz	xz	470000	1728442	8775404	470000
recompressed_00480000.bz2	bz2	480000	1739104	416348799	480000
recompressed_00480000.gz	gz	480000	1739104	115289506	480000
recompressed_00480000.xz	xz	480000	1739104	8937252	480000
recompressed_00490000.bz2	bz2	490000	1750286	424999822	490000
recompressed_00490000.gz	gz	490000	1750286	117647126	490000
recompressed_00490000.xz	xz	490000	1750286	9097600	490000
recompressed_00500000.bz2	bz2	500000	1759613	433641439	500000
recompressed_00500000.gz	gz	500000	1759613	120009658	500000
recompressed_00500000.xz	xz	500000	1759613	9258368	500000
recompressed_00510000.bz2	bz2	510000	1769983	442289147	510000
recompressed_00510000.gz	gz	510000	1769983	122370338	510000
recompressed_00510000.xz	xz	510000	1769983	9416800	510000
recompressed_00520000.bz2	bz2	520000	1779943	450928963	520000
recompressed_00520000.gz	gz	520000	1779943	124729880	520000
recompressed_00520000.xz	xz	520000	1779943	9576276	520000
recompressed_00530000.bz2	bz2	530000	1790188	459571827	530000
recompressed_00530000.gz	gz	530000	1790188	127096960	530000
recompressed_00530000.xz	xz	530000	1790188	9735764	530000
recompressed_00540000.bz2	bz2	540000	1800675	468222581	540000
recompressed_00540000.gz	gz	540000	1800675	129462580	540000
recompressed_00540000.xz	xz	540000	1800675	9895540	540000
recompressed_00550000.bz2	bz2	550000	1811275	476844300	550000
recompressed_00550000.gz	gz	550000	1811275	131819363	550000
recompressed_00550000.xz	xz	550000	1811275	10053100	550000
recompressed_00560000.bz2	bz2	560000	1820434	485493625	560000
recompressed_00560000.gz	gz	560000	1820434	134172440	560000
recompressed_00560000.xz	xz	560000	1820434	10206904	560000
recompressed_00570000.bz2	bz2	570000	1830550	494129678	570000
recompressed_00570000.gz	gz	570000	1830550	136528939	570000
recompressed_00570000.xz	xz	570000	1830550	10362576	570000
recompressed_00580000.bz2	bz2	580000	1839979	502775519	580000
recompressed_00580000.gz	gz	580000	1839979	138881500	580000
recompressed_00580000.xz	xz	580000	1839979	10517624	580000
recompressed_00590000.bz2	bz2	590000	1848544	511406655	590000
recompressed_00590000.gz	gz	590000	1848544	141232837	590000
recompressed_00590000.xz	xz	590000	1848544	10670740	590000
