filename	method	genomes	kmers	bytes	compr_lines
recompressed_00001850.gz	gz	1850	199307	504409	1850
recompressed_00001850.repair	repair	1850	199307	205824	1850
recompressed_00001850.xz	xz	1850	199307	79916	1850
recompressed_00001900.bz2	bz2	1900	202368	1696198	1900
recompressed_00001900.gz	gz	1900	202368	517556	1900
recompressed_00001900.repair	repair	1900	202368	209920	1900
recompressed_00001900.xz	xz	1900	202368	81916	1900
recompressed_00001950.bz2	bz2	1950	204768	1746788	1950
recompressed_00001950.gz	gz	1950	204768	530357	1950
recompressed_00001950.repair	repair	1950	204768	214016	1950
recompressed_00001950.xz	xz	1950	204768	83484	1950
recompressed_00002000.bz2	bz2	2000	207805	1781325	2000
recompressed_00002000.gz	gz	2000	207805	543555	2000
recompressed_00002000.repair	repair	2000	207805	217088	2000
recompressed_00002000.xz	xz	2000	207805	85296	2000
recompressed_00002050.bz2	bz2	2050	210270	1831078	2050
recompressed_00002050.gz	gz	2050	210270	557093	2050
recompressed_00002050.repair	repair	2050	210270	222720	2050
recompressed_00002050.xz	xz	2050	210270	87336	2050
recompressed_00002100.bz2	bz2	2100	213084	1877358	2100
recompressed_00002100.gz	gz	2100	213084	570199	2100
recompressed_00002100.repair	repair	2100	213084	225280	2100
recompressed_00002100.xz	xz	2100	213084	89376	2100
recompressed_00002150.bz2	bz2	2150	215630	1913118	2150
recompressed_00002150.gz	gz	2150	215630	583243	2150
recompressed_00002150.repair	repair	2150	215630	228864	2150
recompressed_00002150.xz	xz	2150	215630	91124	2150
recompressed_00002200.bz2	bz2	2200	218266	1964875	2200
recompressed_00002200.gz	gz	2200	218266	596416	2200
recompressed_00002200.repair	repair	2200	218266	235008	2200
recompressed_00002200.xz	xz	2200	218266	93136	2200
recompressed_00002250.bz2	bz2	2250	220677	2012741	2250
recompressed_00002250.gz	gz	2250	220677	609711	2250
recompressed_00002250.repair	repair	2250	220677	238080	2250
recompressed_00002250.xz	xz	2250	220677	95068	2250
recompressed_00002300.bz2	bz2	2300	223008	2046701	2300
recompressed_00002300.gz	gz	2300	223008	622856	2300
recompressed_00002300.repair	repair	2300	223008	242688	2300
recompressed_00002300.xz	xz	2300	223008	96908	2300
recompressed_00002350.bz2	bz2	2350	225705	2096786	2350
recompressed_00002350.gz	gz	2350	225705	636108	2350
recompressed_00002350.repair	repair	2350	225705	246272	2350
recompressed_00002350.xz	xz	2350	225705	98924	2350
recompressed_00002400.bz2	bz2	2400	227405	2145085	2400
recompressed_00002400.gz	gz	2400	227405	648736	2400
recompressed_00002400.repair	repair	2400	227405	249344	2400
recompressed_00002400.xz	xz	2400	227405	100504	2400
recompressed_00002450.bz2	bz2	2450	229496	2178736	2450
recompressed_00002450.gz	gz	2450	229496	661686	2450
recompressed_00002450.repair	repair	2450	229496	252928	2450
recompressed_00002450.xz	xz	2450	229496	102088	2450
recompressed_00002500.bz2	bz2	2500	231548	2229375	2500
recompressed_00002500.gz	gz	2500	231548	674738	2500
recompressed_00002500.repair	repair	2500	231548	254976	2500
recompressed_00002500.xz	xz	2500	231548	103640	2500
recompressed_00002550.bz2	bz2	2550	233588	2276813	2550
recompressed_00002550.gz	gz	2550	233588	687470	2550
recompressed_00002550.repair	repair	2550	233588	258048	2550
recompressed_00002550.xz	xz	2550	233588	105508	2550
recompressed_00002600.bz2	bz2	2600	236266	2310200	2600
recompressed_00002600.gz	gz	2600	236266	700192	2600
recompressed_00002600.repair	repair	2600	236266	262144	2600
recompressed_00002600.xz	xz	2600	236266	107308	2600
recompressed_00002650.bz2	bz2	2650	238451	2362609	2650
recompressed_00002650.gz	gz	2650	238451	713376	2650
recompressed_00002650.repair	repair	2650	238451	265216	2650
recompressed_00002650.xz	xz	2650	238451	109300	2650
recompressed_00002700.bz2	bz2	2700	240488	2410704	2700
recompressed_00002700.gz	gz	2700	240488	726168	2700
recompressed_00002700.repair	repair	2700	240488	268288	2700
recompressed_00002700.xz	xz	2700	240488	111024	2700
recompressed_00002750.bz2	bz2	2750	242800	2441053	2750
recompressed_00002750.gz	gz	2750	242800	738859	2750
recompressed_00002750.repair	repair	2750	242800	270848	2750
recompressed_00002750.xz	xz	2750	242800	112808	2750
recompressed_00002800.bz2	bz2	2800	244606	2495241	2800
recompressed_00002800.gz	gz	2800	244606	752157	2800
recompressed_00002800.repair	repair	2800	244606	275968	2800
recompressed_00002800.xz	xz	2800	244606	114632	2800
recompressed_00002850.bz2	bz2	2850	246738	2543117	2850
recompressed_00002850.gz	gz	2850	246738	765137	2850
recompressed_00002850.repair	repair	2850	246738	279040	2850
recompressed_00002850.xz	xz	2850	246738	116456	2850
recompressed_00002900.bz2	bz2	2900	248671	2572585	2900
recompressed_00002900.gz	gz	2900	248671	778198	2900
recompressed_00002900.repair	repair	2900	248671	282624	2900
recompressed_00002900.xz	xz	2900	248671	118092	2900
recompressed_00002950.bz2	bz2	2950	250361	2626487	2950
recompressed_00002950.gz	gz	2950	250361	791087	2950
recompressed_00002950.repair	repair	2950	250361	285184	2950
recompressed_00002950.xz	xz	2950	250361	119836	2950
recompressed_00003000.bz2	bz2	3000	252617	2675217	3000
recompressed_00003000.gz	gz	3000	252617	803972	3000
recompressed_00003000.repair	repair	3000	252617	288768	3000
recompressed_00003000.xz	xz	3000	252617	121572	3000
recompressed_00003050.bz2	bz2	3050	254440	2705016	3050
recompressed_00003050.gz	gz	3050	254440	816702	3050
recompressed_00003050.repair	repair	3050	254440	291328	3050
recompressed_00003050.xz	xz	3050	254440	123184	3050
recompressed_00003100.bz2	bz2	3100	256480	2757497	3100
recompressed_00003100.gz	gz	3100	256480	829698	3100
recompressed_00003100.repair	repair	3100	256480	293888	3100
recompressed_00003100.xz	xz	3100	256480	124772	3100
recompressed_00003150.bz2	bz2	3150	258303	2807417	3150
recompressed_00003150.gz	gz	3150	258303	842352	3150
recompressed_00003150.repair	repair	3150	258303	296960	3150
recompressed_00003150.xz	xz	3150	258303	126376	3150
recompressed_00003200.bz2	bz2	3200	260254	2840669	3200
recompressed_00003200.gz	gz	3200	260254	855024	3200
recompressed_00003200.repair	repair	3200	260254	299520	3200
recompressed_00003200.xz	xz	3200	260254	128040	3200
recompressed_00003250.bz2	bz2	3250	262765	2890514	3250
recompressed_00003250.gz	gz	3250	262765	868506	3250
recompressed_00003250.repair	repair	3250	262765	303616	3250
recompressed_00003250.xz	xz	3250	262765	130000	3250
recompressed_00003300.bz2	bz2	3300	264618	2939428	3300
recompressed_00003300.gz	gz	3300	264618	881183	3300
recompressed_00003300.repair	repair	3300	264618	305664	3300
recompressed_00003300.xz	xz	3300	264618	131496	3300
recompressed_00003350.bz2	bz2	3350	266500	2976591	3350
recompressed_00003350.gz	gz	3350	266500	894194	3350
recompressed_00003350.repair	repair	3350	266500	309760	3350
recompressed_00003350.xz	xz	3350	266500	133172	3350
recompressed_00003400.bz2	bz2	3400	268806	3022675	3400
recompressed_00003400.gz	gz	3400	268806	906990	3400
recompressed_00003400.repair	repair	3400	268806	310784	3400
recompressed_00003400.xz	xz	3400	268806	134764	3400
recompressed_00003450.bz2	bz2	3450	271259	3071498	3450
recompressed_00003450.gz	gz	3450	271259	919859	3450
recompressed_00003450.repair	repair	3450	271259	316416	3450
recompressed_00003450.xz	xz	3450	271259	136452	3450
recompressed_00003500.bz2	bz2	3500	273541	3111177	3500
recompressed_00003500.gz	gz	3500	273541	932890	3500
recompressed_00003500.repair	repair	3500	273541	319488	3500
recompressed_00003500.xz	xz	3500	273541	138272	3500
recompressed_00003550.bz2	bz2	3550	275501	3155458	3550
recompressed_00003550.gz	gz	3550	275501	945780	3550
recompressed_00003550.repair	repair	3550	275501	322560	3550
recompressed_00003550.xz	xz	3550	275501	140040	3550
recompressed_00003600.bz2	bz2	3600	277169	3202596	3600
recompressed_00003600.gz	gz	3600	277169	958553	3600
recompressed_00003600.repair	repair	3600	277169	325120	3600
recompressed_00003600.xz	xz	3600	277169	141596	3600
recompressed_00003650.bz2	bz2	3650	278726	3244306	3650
recompressed_00003650.gz	gz	3650	278726	971265	3650
recompressed_00003650.repair	repair	3650	278726	326656	3650
recompressed_00003650.xz	xz	3650	278726	143320	3650
recompressed_00003700.bz2	bz2	3700	280725	3286553	3700
recompressed_00003700.gz	gz	3700	280725	983859	3700
recompressed_00003700.repair	repair	3700	280725	330240	3700
recompressed_00003700.xz	xz	3700	280725	144992	3700
recompressed_00003750.bz2	bz2	3750	281845	3334310	3750
recompressed_00003750.gz	gz	3750	281845	996641	3750
recompressed_00003750.repair	repair	3750	281845	332800	3750
recompressed_00003750.xz	xz	3750	281845	146504	3750
recompressed_00003800.bz2	bz2	3800	283491	3378655	3800
recompressed_00003800.gz	gz	3800	283491	1010046	3800
recompressed_00003800.repair	repair	3800	283491	337920	3800
recompressed_00003800.xz	xz	3800	283491	148228	3800
recompressed_00003850.bz2	bz2	3850	285596	3418629	3850
recompressed_00003850.gz	gz	3850	285596	1023187	3850
recompressed_00003850.repair	repair	3850	285596	340480	3850
recompressed_00003850.xz	xz	3850	285596	149860	3850
recompressed_00003900.bz2	bz2	3900	287377	3466691	3900
recompressed_00003900.gz	gz	3900	287377	1036226	3900
recompressed_00003900.repair	repair	3900	287377	342016	3900
recompressed_00003900.xz	xz	3900	287377	151520	3900
recompressed_00003950.bz2	bz2	3950	288419	3510871	3950
recompressed_00003950.gz	gz	3950	288419	1048768	3950
recompressed_00003950.repair	repair	3950	288419	345088	3950
recompressed_00003950.xz	xz	3950	288419	152848	3950
recompressed_00004000.bz2	bz2	4000	290262	3547617	4000
recompressed_00004000.gz	gz	4000	290262	1062047	4000
recompressed_00004000.repair	repair	4000	290262	348160	4000
recompressed_00004000.xz	xz	4000	290262	154656	4000
recompressed_00004050.bz2	bz2	4050	292673	3598274	4050
recompressed_00004050.gz	gz	4050	292673	1075237	4050
recompressed_00004050.repair	repair	4050	292673	351744	4050
recompressed_00004050.xz	xz	4050	292673	156544	4050
recompressed_00004100.bz2	bz2	4100	294789	3644285	4100
recompressed_00004100.gz	gz	4100	294789	1088375	4100
recompressed_00004100.repair	repair	4100	294789	354304	4100
recompressed_00004100.xz	xz	4100	294789	158436	4100
recompressed_00004150.bz2	bz2	4150	295948	3682188	4150
recompressed_00004150.gz	gz	4150	295948	1100923	4150
recompressed_00004150.repair	repair	4150	295948	356864	4150
recompressed_00004150.xz	xz	4150	295948	159956	4150
recompressed_00004200.bz2	bz2	4200	297273	3729974	4200
recompressed_00004200.gz	gz	4200	297273	1113729	4200
recompressed_00004200.repair	repair	4200	297273	360448	4200
recompressed_00004200.xz	xz	4200	297273	161548	4200
recompressed_00004250.bz2	bz2	4250	298810	3774680	4250
recompressed_00004250.gz	gz	4250	298810	1126077	4250
recompressed_00004250.repair	repair	4250	298810	362496	4250
recompressed_00004250.xz	xz	4250	298810	163096	4250
recompressed_00004300.bz2	bz2	4300	300458	3811271	4300
recompressed_00004300.gz	gz	4300	300458	1138555	4300
recompressed_00004300.repair	repair	4300	300458	366080	4300
recompressed_00004300.xz	xz	4300	300458	164668	4300
recompressed_00004350.bz2	bz2	4350	302100	3860247	4350
recompressed_00004350.gz	gz	4350	302100	1151564	4350
recompressed_00004350.repair	repair	4350	302100	368640	4350
recompressed_00004350.xz	xz	4350	302100	166340	4350
recompressed_00004400.bz2	bz2	4400	303206	3908040	4400
recompressed_00004400.gz	gz	4400	303206	1164228	4400
recompressed_00004400.repair	repair	4400	303206	371200	4400
recompressed_00004400.xz	xz	4400	303206	167648	4400
recompressed_00004450.bz2	bz2	4450	304314	3942805	4450
recompressed_00004450.gz	gz	4450	304314	1177038	4450
recompressed_00004450.repair	repair	4450	304314	371712	4450
recompressed_00004450.xz	xz	4450	304314	169152	4450
recompressed_00004500.bz2	bz2	4500	305882	3991341	4500
recompressed_00004500.gz	gz	4500	305882	1190533	4500
recompressed_00004500.repair	repair	4500	305882	376320	4500
recompressed_00004500.xz	xz	4500	305882	170864	4500
recompressed_00004550.bz2	bz2	4550	307014	4041107	4550
recompressed_00004550.gz	gz	4550	307014	1202725	4550
recompressed_00004550.repair	repair	4550	307014	378368	4550
recompressed_00004550.xz	xz	4550	307014	172188	4550
recompressed_00004600.bz2	bz2	4600	308815	4076467	4600
recompressed_00004600.gz	gz	4600	308815	1215912	4600
recompressed_00004600.repair	repair	4600	308815	382976	4600
recompressed_00004600.xz	xz	4600	308815	173988	4600
recompressed_00004650.bz2	bz2	4650	310173	4122380	4650
recompressed_00004650.gz	gz	4650	310173	1228458	4650
recompressed_00004650.repair	repair	4650	310173	384512	4650
recompressed_00004650.xz	xz	4650	310173	175592	4650
recompressed_00004700.bz2	bz2	4700	311731	4173176	4700
recompressed_00004700.gz	gz	4700	311731	1241845	4700
recompressed_00004700.repair	repair	4700	311731	388096	4700
recompressed_00004700.xz	xz	4700	311731	177388	4700
recompressed_00004750.bz2	bz2	4750	313583	4208604	4750
recompressed_00004750.gz	gz	4750	313583	1254766	4750
recompressed_00004750.repair	repair	4750	313583	390656	4750
recompressed_00004750.xz	xz	4750	313583	179116	4750
recompressed_00004800.bz2	bz2	4800	315118	4257936	4800
recompressed_00004800.gz	gz	4800	315118	1267457	4800
recompressed_00004800.repair	repair	4800	315118	393216	4800
recompressed_00004800.xz	xz	4800	315118	180716	4800
recompressed_00004850.bz2	bz2	4850	316323	4305403	4850
recompressed_00004850.gz	gz	4850	316323	1279903	4850
recompressed_00004850.repair	repair	4850	316323	395264	4850
recompressed_00004850.xz	xz	4850	316323	182336	4850
recompressed_00004900.bz2	bz2	4900	317651	4339635	4900
recompressed_00004900.gz	gz	4900	317651	1292302	4900
recompressed_00004900.repair	repair	4900	317651	398848	4900
recompressed_00004900.xz	xz	4900	317651	183952	4900
recompressed_00004950.bz2	bz2	4950	319155	4387043	4950
recompressed_00004950.gz	gz	4950	319155	1305128	4950
recompressed_00004950.repair	repair	4950	319155	402432	4950
recompressed_00004950.xz	xz	4950	319155	185604	4950
recompressed_00005000.bz2	bz2	5000	320364	4436147	5000
recompressed_00005000.gz	gz	5000	320364	1317801	5000
recompressed_00005000.repair	repair	5000	320364	404992	5000
recompressed_00005000.xz	xz	5000	320364	187108	5000
recompressed_00005050.bz2	bz2	5050	321724	4470070	5050
recompressed_00005050.gz	gz	5050	321724	1330407	5050
recompressed_00005050.repair	repair	5050	321724	407552	5050
recompressed_00005050.xz	xz	5050	321724	188684	5050
recompressed_00005100.bz2	bz2	5100	323406	4520372	5100
recompressed_00005100.gz	gz	5100	323406	1343225	5100
recompressed_00005100.repair	repair	5100	323406	410624	5100
recompressed_00005100.xz	xz	5100	323406	190392	5100
recompressed_00005150.bz2	bz2	5150	325379	4565886	5150
recompressed_00005150.gz	gz	5150	325379	1356143	5150
recompressed_00005150.repair	repair	5150	325379	411648	5150
recompressed_00005150.xz	xz	5150	325379	192000	5150
recompressed_00005200.bz2	bz2	5200	326846	4602216	5200
recompressed_00005200.gz	gz	5200	326846	1369606	5200
recompressed_00005200.repair	repair	5200	326846	415232	5200
recompressed_00005200.xz	xz	5200	326846	193720	5200
recompressed_00005250.bz2	bz2	5250	328300	4652862	5250
recompressed_00005250.gz	gz	5250	328300	1382459	5250
recompressed_00005250.repair	repair	5250	328300	419840	5250
recompressed_00005250.xz	xz	5250	328300	195288	5250
recompressed_00005300.bz2	bz2	5300	329570	4700525	5300
recompressed_00005300.gz	gz	5300	329570	1395092	5300
recompressed_00005300.repair	repair	5300	329570	419328	5300
recompressed_00005300.xz	xz	5300	329570	196716	5300
recompressed_00005350.bz2	bz2	5350	331165	4733336	5350
recompressed_00005350.gz	gz	5350	331165	1407947	5350
recompressed_00005350.repair	repair	5350	331165	424960	5350
recompressed_00005350.xz	xz	5350	331165	198232	5350
recompressed_00005400.bz2	bz2	5400	332630	4784734	5400
recompressed_00005400.gz	gz	5400	332630	1420811	5400
recompressed_00005400.repair	repair	5400	332630	425984	5400
recompressed_00005400.xz	xz	5400	332630	199636	5400
recompressed_00005450.bz2	bz2	5450	334175	4831274	5450
recompressed_00005450.gz	gz	5450	334175	1433722	5450
recompressed_00005450.repair	repair	5450	334175	428544	5450
recompressed_00005450.xz	xz	5450	334175	201044	5450
recompressed_00005500.bz2	bz2	5500	336035	4866735	5500
recompressed_00005500.gz	gz	5500	336035	1446842	5500
recompressed_00005500.repair	repair	5500	336035	432128	5500
recompressed_00005500.xz	xz	5500	336035	203036	5500
recompressed_00005550.bz2	bz2	5550	336986	4915761	5550
recompressed_00005550.gz	gz	5550	336986	1459592	5550
recompressed_00005550.repair	repair	5550	336986	434688	5550
recompressed_00005550.xz	xz	5550	336986	204464	5550
recompressed_00005600.bz2	bz2	5600	338417	4963219	5600
recompressed_00005600.gz	gz	5600	338417	1472247	5600
recompressed_00005600.repair	repair	5600	338417	437760	5600
recompressed_00005600.xz	xz	5600	338417	206004	5600
recompressed_00005650.bz2	bz2	5650	339656	4997239	5650
recompressed_00005650.gz	gz	5650	339656	1484555	5650
recompressed_00005650.repair	repair	5650	339656	440320	5650
recompressed_00005650.xz	xz	5650	339656	207340	5650
recompressed_00005700.bz2	bz2	5700	340741	5048514	5700
recompressed_00005700.gz	gz	5700	340741	1497211	5700
recompressed_00005700.repair	repair	5700	340741	441344	5700
recompressed_00005700.xz	xz	5700	340741	208604	5700
recompressed_00005750.bz2	bz2	5750	342381	5096454	5750
recompressed_00005750.gz	gz	5750	342381	1510323	5750
recompressed_00005750.repair	repair	5750	342381	445440	5750
recompressed_00005750.xz	xz	5750	342381	210476	5750
recompressed_00005800.bz2	bz2	5800	344146	5127837	5800
recompressed_00005800.gz	gz	5800	344146	1522966	5800
recompressed_00005800.repair	repair	5800	344146	448512	5800
recompressed_00005800.xz	xz	5800	344146	212204	5800
recompressed_00005850.bz2	bz2	5850	345122	5179913	5850
recompressed_00005850.gz	gz	5850	345122	1535388	5850
recompressed_00005850.repair	repair	5850	345122	450048	5850
recompressed_00005850.xz	xz	5850	345122	213476	5850
recompressed_00005900.bz2	bz2	5900	346272	5228420	5900
recompressed_00005900.gz	gz	5900	346272	1548312	5900
recompressed_00005900.repair	repair	5900	346272	453120	5900
recompressed_00005900.xz	xz	5900	346272	215060	5900
recompressed_00005950.bz2	bz2	5950	347956	5258056	5950
recompressed_00005950.gz	gz	5950	347956	1561254	5950
recompressed_00005950.repair	repair	5950	347956	456704	5950
recompressed_00005950.xz	xz	5950	347956	216676	5950
recompressed_00006000.bz2	bz2	6000	349084	5311877	6000
recompressed_00006000.gz	gz	6000	349084	1574168	6000
recompressed_00006000.repair	repair	6000	349084	459264	6000
recompressed_00006000.xz	xz	6000	349084	218152	6000
recompressed_00006050.bz2	bz2	6050	351055	5359521	6050
recompressed_00006050.gz	gz	6050	351055	1586809	6050
recompressed_00006050.repair	repair	6050	351055	462848	6050
recompressed_00006050.xz	xz	6050	351055	219888	6050
recompressed_00006100.bz2	bz2	6100	352306	5390169	6100
recompressed_00006100.gz	gz	6100	352306	1599534	6100
recompressed_00006100.repair	repair	6100	352306	465408	6100
recompressed_00006100.xz	xz	6100	352306	221368	6100
recompressed_00006150.bz2	bz2	6150	353748	5442676	6150
recompressed_00006150.gz	gz	6150	353748	1612081	6150
recompressed_00006150.repair	repair	6150	353748	467456	6150
recompressed_00006150.xz	xz	6150	353748	222732	6150
recompressed_00006200.bz2	bz2	6200	355815	5492040	6200
recompressed_00006200.gz	gz	6200	355815	1624952	6200
recompressed_00006200.repair	repair	6200	355815	469504	6200
recompressed_00006200.xz	xz	6200	355815	224364	6200
recompressed_00006250.bz2	bz2	6250	357408	5525684	6250
recompressed_00006250.gz	gz	6250	357408	1637997	6250
recompressed_00006250.repair	repair	6250	357408	473088	6250
recompressed_00006250.xz	xz	6250	357408	226020	6250
recompressed_00006300.bz2	bz2	6300	358699	5574727	6300
recompressed_00006300.gz	gz	6300	358699	1651122	6300
recompressed_00006300.repair	repair	6300	358699	476160	6300
recompressed_00006300.xz	xz	6300	358699	227680	6300
recompressed_00006350.bz2	bz2	6350	360315	5624623	6350
recompressed_00006350.gz	gz	6350	360315	1664592	6350
recompressed_00006350.repair	repair	6350	360315	479744	6350
recompressed_00006350.xz	xz	6350	360315	229532	6350
recompressed_00006400.bz2	bz2	6400	361271	5661089	6400
recompressed_00006400.gz	gz	6400	361271	1677543	6400
recompressed_00006400.repair	repair	6400	361271	480768	6400
recompressed_00006400.xz	xz	6400	361271	231108	6400
recompressed_00006450.bz2	bz2	6450	362226	5707090	6450
recompressed_00006450.gz	gz	6450	362226	1690113	6450
recompressed_00006450.repair	repair	6450	362226	485376	6450
recompressed_00006450.xz	xz	6450	362226	232536	6450
recompressed_00006500.bz2	bz2	6500	363631	5755784	6500
recompressed_00006500.gz	gz	6500	363631	1702800	6500
recompressed_00006500.repair	repair	6500	363631	485376	6500
recompressed_00006500.xz	xz	6500	363631	233896	6500
recompressed_00006550.bz2	bz2	6550	364685	5795719	6550
recompressed_00006550.gz	gz	6550	364685	1715391	6550
recompressed_00006550.repair	repair	6550	364685	489472	6550
recompressed_00006550.xz	xz	6550	364685	235308	6550
recompressed_00006600.bz2	bz2	6600	365762	5839182	6600
recompressed_00006600.gz	gz	6600	365762	1727812	6600
recompressed_00006600.repair	repair	6600	365762	491008	6600
recompressed_00006600.xz	xz	6600	365762	236736	6600
recompressed_00006650.bz2	bz2	6650	366890	5886951	6650
recompressed_00006650.gz	gz	6650	366890	1740667	6650
recompressed_00006650.repair	repair	6650	366890	494592	6650
recompressed_00006650.xz	xz	6650	366890	237952	6650
recompressed_00006700.bz2	bz2	6700	368004	5927470	6700
recompressed_00006700.gz	gz	6700	368004	1752941	6700
recompressed_00006700.repair	repair	6700	368004	496640	6700
recompressed_00006700.xz	xz	6700	368004	239408	6700
recompressed_00006750.bz2	bz2	6750	369374	5970624	6750
recompressed_00006750.gz	gz	6750	369374	1765814	6750
recompressed_00006750.repair	repair	6750	369374	499200	6750
recompressed_00006750.xz	xz	6750	369374	240972	6750
recompressed_00006800.bz2	bz2	6800	370691	6017976	6800
recompressed_00006800.gz	gz	6800	370691	1778793	6800
recompressed_00006800.repair	repair	6800	370691	503808	6800
recompressed_00006800.xz	xz	6800	370691	242576	6800
recompressed_00006850.bz2	bz2	6850	371949	6060518	6850
recompressed_00006850.gz	gz	6850	371949	1791077	6850
recompressed_00006850.repair	repair	6850	371949	505344	6850
recompressed_00006850.xz	xz	6850	371949	243940	6850
recompressed_00006900.bz2	bz2	6900	372966	6101260	6900
recompressed_00006900.gz	gz	6900	372966	1803551	6900
recompressed_00006900.repair	repair	6900	372966	506880	6900
recompressed_00006900.xz	xz	6900	372966	245504	6900
recompressed_00006950.bz2	bz2	6950	374732	6149771	6950
recompressed_00006950.gz	gz	6950	374732	1816921	6950
recompressed_00006950.repair	repair	6950	374732	510976	6950
recompressed_00006950.xz	xz	6950	374732	247252	6950
recompressed_00007000.bz2	bz2	7000	375564	6194051	7000
recompressed_00007000.gz	gz	7000	375564	1829366	7000
recompressed_00007000.repair	repair	7000	375564	510464	7000
recompressed_00007000.xz	xz	7000	375564	248564	7000
recompressed_00007050.bz2	bz2	7050	377298	6232265	7050
recompressed_00007050.gz	gz	7050	377298	1842754	7050
recompressed_00007050.repair	repair	7050	377298	515072	7050
recompressed_00007050.xz	xz	7050	377298	250260	7050
recompressed_00007100.bz2	bz2	7100	378625	6280731	7100
recompressed_00007100.gz	gz	7100	378625	1855424	7100
recompressed_00007100.repair	repair	7100	378625	519680	7100
recompressed_00007100.xz	xz	7100	378625	251692	7100
recompressed_00007150.bz2	bz2	7150	379754	6326349	7150
recompressed_00007150.gz	gz	7150	379754	1868326	7150
recompressed_00007150.repair	repair	7150	379754	522240	7150
recompressed_00007150.xz	xz	7150	379754	253288	7150
recompressed_00007200.bz2	bz2	7200	380945	6364244	7200
recompressed_00007200.gz	gz	7200	380945	1880914	7200
recompressed_00007200.repair	repair	7200	380945	525312	7200
recompressed_00007200.xz	xz	7200	380945	254712	7200
recompressed_00007250.bz2	bz2	7250	382233	6412192	7250
recompressed_00007250.gz	gz	7250	382233	1893105	7250
recompressed_00007250.repair	repair	7250	382233	527872	7250
recompressed_00007250.xz	xz	7250	382233	255952	7250
recompressed_00007300.bz2	bz2	7300	383604	6457747	7300
recompressed_00007300.gz	gz	7300	383604	1906014	7300
recompressed_00007300.repair	repair	7300	383604	529408	7300
recompressed_00007300.xz	xz	7300	383604	257564	7300
recompressed_00007350.bz2	bz2	7350	384928	6493964	7350
recompressed_00007350.gz	gz	7350	384928	1918698	7350
recompressed_00007350.repair	repair	7350	384928	531456	7350
recompressed_00007350.xz	xz	7350	384928	259016	7350
recompressed_00007400.bz2	bz2	7400	386209	6544002	7400
recompressed_00007400.gz	gz	7400	386209	1931776	7400
recompressed_00007400.repair	repair	7400	386209	532992	7400
recompressed_00007400.xz	xz	7400	386209	260740	7400
recompressed_00007450.bz2	bz2	7450	387777	6590628	7450
recompressed_00007450.gz	gz	7450	387777	1944559	7450
recompressed_00007450.repair	repair	7450	387777	537600	7450
recompressed_00007450.xz	xz	7450	387777	262280	7450
recompressed_00007500.bz2	bz2	7500	389080	6625937	7500
recompressed_00007500.gz	gz	7500	389080	1957376	7500
recompressed_00007500.repair	repair	7500	389080	540160	7500
recompressed_00007500.xz	xz	7500	389080	264016	7500
recompressed_00007550.bz2	bz2	7550	390569	6675306	7550
recompressed_00007550.gz	gz	7550	390569	1969843	7550
recompressed_00007550.repair	repair	7550	390569	543232	7550
recompressed_00007550.xz	xz	7550	390569	265416	7550
recompressed_00007600.bz2	bz2	7600	391738	6723016	7600
recompressed_00007600.gz	gz	7600	391738	1983093	7600
recompressed_00007600.repair	repair	7600	391738	544768	7600
recompressed_00007600.xz	xz	7600	391738	267080	7600
recompressed_00007650.bz2	bz2	7650	392729	6758671	7650
recompressed_00007650.gz	gz	7650	392729	1995863	7650
recompressed_00007650.repair	repair	7650	392729	547328	7650
recompressed_00007650.xz	xz	7650	392729	268356	7650
recompressed_00007700.bz2	bz2	7700	394026	6804901	7700
recompressed_00007700.gz	gz	7700	394026	2009345	7700
recompressed_00007700.repair	repair	7700	394026	550912	7700
recompressed_00007700.xz	xz	7700	394026	270168	7700
recompressed_00007750.bz2	bz2	7750	395794	6856892	7750
recompressed_00007750.gz	gz	7750	395794	2022212	7750
recompressed_00007750.repair	repair	7750	395794	553984	7750
recompressed_00007750.xz	xz	7750	395794	271872	7750
recompressed_00007800.bz2	bz2	7800	397088	6890633	7800
recompressed_00007800.gz	gz	7800	397088	2034631	7800
recompressed_00007800.repair	repair	7800	397088	555520	7800
recompressed_00007800.xz	xz	7800	397088	273436	7800
recompressed_00007850.bz2	bz2	7850	398096	6938775	7850
recompressed_00007850.gz	gz	7850	398096	2047214	7850
recompressed_00007850.repair	repair	7850	398096	556544	7850
recompressed_00007850.xz	xz	7850	398096	274840	7850
recompressed_00007900.bz2	bz2	7900	399465	6987682	7900
recompressed_00007900.gz	gz	7900	399465	2059354	7900
recompressed_00007900.repair	repair	7900	399465	559104	7900
recompressed_00007900.xz	xz	7900	399465	276136	7900
recompressed_00007950.bz2	bz2	7950	400942	7021463	7950
recompressed_00007950.gz	gz	7950	400942	2072446	7950
recompressed_00007950.repair	repair	7950	400942	563712	7950
recompressed_00007950.xz	xz	7950	400942	277752	7950
recompressed_00008000.bz2	bz2	8000	402113	7068548	8000
recompressed_00008000.gz	gz	8000	402113	2085100	8000
recompressed_00008000.repair	repair	8000	402113	562688	8000
recompressed_00008000.xz	xz	8000	402113	279196	8000
recompressed_00008050.bz2	bz2	8050	403095	7117719	8050
recompressed_00008050.gz	gz	8050	403095	2097758	8050
recompressed_00008050.repair	repair	8050	403095	566272	8050
recompressed_00008050.xz	xz	8050	403095	280744	8050
recompressed_00008100.bz2	bz2	8100	404408	7153060	8100
